[200~+-------------------------------+------------+---------------------+------------+-------------+----------------+--------+----------+-------------+-----------------+--------+----------------+--------+------------------+-------+
| Trial name                    | status     | loc                 | dataname   | diffusion   |   dropout_prob |   head | if_gat   | if_linear   |   learning_rate |   nhid |   weight_decay |   iter |   total time (s) |   acc |
| training_function_cb6b6_00060 | TERMINATED | 172.16.3.10:922786 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |          43.1613 | 0.781 |
| training_function_cb6b6_00061 | TERMINATED | 172.16.3.10:922879 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |          37.4775 | 0.785 |
| training_function_cb6b6_00062 | TERMINATED | 172.16.3.10:923062 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |          43.0856 | 0.779 |
| training_function_cb6b6_00063 | TERMINATED | 172.16.3.10:923135 | Cora       | randomwalk  |            0.2 |      2 | False    | False       |           1e-05 |     64 |         0.0001 |      1 |          15.4293 | 0.65  |
| training_function_cb6b6_00064 | TERMINATED | 172.16.3.10:923259 | Cora       | randomwalk  |            0.1 |      2 | False    | False       |           1e-05 |     64 |         0.0001 |      1 |          15.4608 | 0.643 |
| training_function_cb6b6_00065 | TERMINATED | 172.16.3.10:923573 | Cora       | randomwalk  |            0.5 |      2 | False    | False       |           1e-05 |     64 |         0.0001 |      1 |          15.6752 | 0.639 |
| training_function_cb6b6_00066 | TERMINATED | 172.16.3.10:923608 | Cora       | randomwalk  |            0.2 |      4 | False    | False       |           1e-05 |     64 |         0.0001 |      1 |          17.1157 | 0.65  |
| training_function_cb6b6_00067 | TERMINATED | 172.16.3.10:923720 | Cora       | randomwalk  |            0.1 |      4 | False    | False       |           1e-05 |     64 |         0.0001 |      1 |          15.6231 | 0.643 |
| training_function_cb6b6_00068 | TERMINATED | 172.16.3.10:923791 | Cora       | randomwalk  |            0.5 |      4 | False    | False       |           1e-05 |     64 |         0.0001 |      1 |          17.2755 | 0.639 |
| training_function_cb6b6_00069 | TERMINATED | 172.16.3.10:923897 | Cora       | randomwalk  |            0.2 |      8 | False    | False       |           1e-05 |     64 |         0.0001 |      1 |          15.5707 | 0.65  |
| training_function_cb6b6_00070 | TERMINATED | 172.16.3.10:923948 | Cora       | randomwalk  |            0.1 |      8 | False    | False       |           1e-05 |     64 |         0.0001 |      1 |          16.0329 | 0.643 |
| training_function_cb6b6_00071 | TERMINATED | 172.16.3.10:924037 | Cora       | randomwalk  |            0.5 |      8 | False    | False       |           1e-05 |     64 |         0.0001 |      1 |          15.5303 | 0.639 |
+-------------------------------+------------+--------------------+------------+-------------+----------------+--------+----------+-------------+-----------------+--------+----------------+--------+------------------+-------+
The above is U=T^4##################################################################################


U=I
------------------------------+------------+---------------------+------------+-------------+----------------+--------+----------+-------------+-----------------+--------+----------------+--------+------------------+-------+
| Trial name                    | status     | loc                 | dataname   | diffusion   |   dropout_prob |   head | if_gat   | if_linear   |   learning_rate |   nhid |   weight_decay |   iter |   total time (s) |   acc |
|-------------------------------+------------+---------------------+------------+-------------+----------------+--------+----------+-------------+-----------------+--------+----------------+--------+------------------+-------|
| training_function_7694f_00000 | TERMINATED | 172.16.3.10:2015927 | Cora       | sym         |            0.2 |      8 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |         143.958  | 0.793 |
| training_function_7694f_00001 | TERMINATED | 172.16.3.10:2015929 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |          93.229  | 0.79  |
| training_function_7694f_00002 | TERMINATED | 172.16.3.10:2017770 | Cora       | sym         |            0.1 |      8 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |          89.4262 | 0.787 |
| training_function_7694f_00003 | TERMINATED | 172.16.3.10:2019258 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |         142.409  | 0.794 |
| training_function_7694f_00004 | TERMINATED | 172.16.3.10:2020689 | Cora       | sym         |            0.5 |      8 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |          88.1839 | 0.788 |
| training_function_7694f_00005 | TERMINATED | 172.16.3.10:2022657 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |          89.0175 | 0.79  |
| training_function_7694f_00006 | TERMINATED | 172.16.3.10:2022747 | Cora       | sym         |            0.2 |     16 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |         213.253  | 0.787 |
| training_function_7694f_00007 | TERMINATED | 172.16.3.10:2025681 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |         122.263  | 0.78  |
| training_function_7694f_00008 | TERMINATED | 172.16.3.10:2027760 | Cora       | sym         |            0.1 |     16 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |         124.229  | 0.79  |
| training_function_7694f_00009 | TERMINATED | 172.16.3.10:2027822 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |         211.537  | 0.783 |
| training_function_7694f_00010 | TERMINATED | 172.16.3.10:2031065 | Cora       | sym         |            0.5 |     16 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |         125.406  | 0.795 |
| training_function_7694f_00011 | TERMINATED | 172.16.3.10:2032091 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           5e-05 |     64 |         1e-05  |      1 |         197.059  | 0.789 |
| training_function_7694f_00012 | TERMINATED | 172.16.3.10:2032442 | Cora       | sym         |            0.2 |      8 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |          94.6128 | 0.785 |
| training_function_7694f_00013 | TERMINATED | 172.16.3.10:2035297 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |          89.958  | 0.781 |
| training_function_7694f_00014 | TERMINATED | 172.16.3.10:2036845 | Cora       | sym         |            0.1 |      8 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |         124.765  | 0.788 |
| training_function_7694f_00015 | TERMINATED | 172.16.3.10:2037099 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |          89.2993 | 0.785 |
| training_function_7694f_00016 | TERMINATED | 172.16.3.10:2040015 | Cora       | sym         |            0.5 |      8 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |          94.6159 | 0.789 |
| training_function_7694f_00017 | TERMINATED | 172.16.3.10:2040105 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |         146.108  | 0.779 |
| training_function_7694f_00018 | TERMINATED | 172.16.3.10:2042104 | Cora       | sym         |            0.2 |     16 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |         126.067  | 0.796 |
| training_function_7694f_00019 | TERMINATED | 172.16.3.10:2043599 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |         201.832  | 0.786 |
| training_function_7694f_00020 | TERMINATED | 172.16.3.10:2045287 | Cora       | sym         |            0.1 |     16 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |         124.659  | 0.793 |
| training_function_7694f_00021 | TERMINATED | 172.16.3.10:2048359 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |         193.958  | 0.796 |
| training_function_7694f_00022 | TERMINATED | 172.16.3.10:2048425 | Cora       | sym         |            0.5 |     16 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |         109.62   | 0.795 |
| training_function_7694f_00023 | TERMINATED | 172.16.3.10:2050421 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           1e-05 |     64 |         1e-05  |      1 |         121.938  | 0.787 |
| training_function_7694f_00024 | TERMINATED | 172.16.3.10:2052143 | Cora       | sym         |            0.2 |      8 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |         140.926  | 0.755 |
| training_function_7694f_00025 | TERMINATED | 172.16.3.10:2053599 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |          94.9478 | 0.76  |
| training_function_7694f_00026 | TERMINATED | 172.16.3.10:2055575 | Cora       | sym         |            0.1 |      8 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |          93.2429 | 0.758 |
| training_function_7694f_00027 | TERMINATED | 172.16.3.10:2055592 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |         120.233  | 0.76  |
| training_function_7694f_00028 | TERMINATED | 172.16.3.10:2057439 | Cora       | sym         |            0.5 |      8 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |          79.8707 | 0.74  |
| training_function_7694f_00029 | TERMINATED | 172.16.3.10:2058741 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |         143.768  | 0.759 |
| training_function_7694f_00030 | TERMINATED | 172.16.3.10:2060267 | Cora       | sym         |            0.2 |     16 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |         123.801  | 0.785 |
| training_function_7694f_00031 | TERMINATED | 172.16.3.10:2062192 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |         208.238  | 0.769 |
| training_function_7694f_00032 | TERMINATED | 172.16.3.10:2062542 | Cora       | sym         |            0.1 |     16 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |         122.52   | 0.779 |
| training_function_7694f_00033 | TERMINATED | 172.16.3.10:2065659 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |         123.121  | 0.774 |
| training_function_7694f_00034 | TERMINATED | 172.16.3.10:2066084 | Cora       | sym         |            0.5 |     16 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |         193.621  | 0.751 |
| training_function_7694f_00035 | TERMINATED | 172.16.3.10:2068917 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           1e-06 |     64 |         1e-05  |      1 |         118.115  | 0.778 |
| training_function_7694f_00036 | TERMINATED | 172.16.3.10:2070929 | Cora       | sym         |            0.2 |      8 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |          87.7796 | 0.793 |
| training_function_7694f_00037 | TERMINATED | 172.16.3.10:2070931 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |         124.552  | 0.79  |
| training_function_7694f_00038 | TERMINATED | 172.16.3.10:2073341 | Cora       | sym         |            0.1 |      8 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |          90.0432 | 0.787 |
| training_function_7694f_00039 | TERMINATED | 172.16.3.10:2074183 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |         137.384  | 0.794 |
| training_function_7694f_00040 | TERMINATED | 172.16.3.10:2074701 | Cora       | sym         |            0.5 |      8 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |          91.739  | 0.788 |
| training_function_7694f_00041 | TERMINATED | 172.16.3.10:2077443 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |         117.647  | 0.79  |
| training_function_7694f_00042 | TERMINATED | 172.16.3.10:2077585 | Cora       | sym         |            0.2 |     16 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |         126.591  | 0.787 |
| training_function_7694f_00043 | TERMINATED | 172.16.3.10:2079494 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |         214.538  | 0.78  |
| training_function_7694f_00044 | TERMINATED | 172.16.3.10:2080745 | Cora       | sym         |            0.1 |     16 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |         124.545  | 0.79  |
| training_function_7694f_00045 | TERMINATED | 172.16.3.10:2082990 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |         135.305  | 0.783 |
| training_function_7694f_00046 | TERMINATED | 172.16.3.10:2085646 | Cora       | sym         |            0.5 |     16 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |         206.725  | 0.795 |
| training_function_7694f_00047 | TERMINATED | 172.16.3.10:2086238 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           5e-05 |    128 |         1e-05  |      1 |         125.499  | 0.789 |
| training_function_7694f_00048 | TERMINATED | 172.16.3.10:2089323 | Cora       | sym         |            0.2 |      8 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |          94.2056 | 0.785 |
| training_function_7694f_00049 | TERMINATED | 172.16.3.10:2089418 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |         128.085  | 0.781 |
| training_function_7694f_00050 | TERMINATED | 172.16.3.10:2091186 | Cora       | sym         |            0.1 |      8 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |          87.4014 | 0.788 |
| training_function_7694f_00051 | TERMINATED | 172.16.3.10:2092079 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |         137.752  | 0.785 |
| training_function_7694f_00052 | TERMINATED | 172.16.3.10:2094085 | Cora       | sym         |            0.5 |      8 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |          88.7057 | 0.789 |
| training_function_7694f_00053 | TERMINATED | 172.16.3.10:2096044 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |         133.562  | 0.779 |
| training_function_7694f_00054 | TERMINATED | 172.16.3.10:2096067 | Cora       | sym         |            0.2 |     16 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |         129.463  | 0.796 |
| training_function_7694f_00055 | TERMINATED | 172.16.3.10:2099260 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |         130.109  | 0.786 |
| training_function_7694f_00056 | TERMINATED | 172.16.3.10:2099276 | Cora       | sym         |            0.1 |     16 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |         201.805  | 0.793 |
| training_function_7694f_00057 | TERMINATED | 172.16.3.10:2102421 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |         124.965  | 0.796 |
| training_function_7694f_00058 | TERMINATED | 172.16.3.10:2103045 | Cora       | sym         |            0.5 |     16 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |         200.945  | 0.795 |
| training_function_7694f_00059 | TERMINATED | 172.16.3.10:2104578 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           1e-05 |    128 |         1e-05  |      1 |         124.598  | 0.787 |
| training_function_7694f_00060 | TERMINATED | 172.16.3.10:2107829 | Cora       | sym         |            0.2 |      8 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |          86.2194 | 0.755 |
| training_function_7694f_00061 | TERMINATED | 172.16.3.10:2108035 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |         141.366  | 0.76  |
| training_function_7694f_00062 | TERMINATED | 172.16.3.10:2109654 | Cora       | sym         |            0.1 |      8 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |          93.7769 | 0.758 |
| training_function_7694f_00063 | TERMINATED | 172.16.3.10:2111297 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |         126.176  | 0.76  |
| training_function_7694f_00064 | TERMINATED | 172.16.3.10:2111490 | Cora       | sym         |            0.5 |      8 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |          92.3162 | 0.74  |
| training_function_7694f_00065 | TERMINATED | 172.16.3.10:2113864 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |          91.2797 | 0.759 |
| training_function_7694f_00066 | TERMINATED | 172.16.3.10:2114532 | Cora       | sym         |            0.2 |     16 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |         199.699  | 0.785 |
| training_function_7694f_00067 | TERMINATED | 172.16.3.10:2116288 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |         126.226  | 0.769 |
| training_function_7694f_00068 | TERMINATED | 172.16.3.10:2119329 | Cora       | sym         |            0.1 |     16 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |         190.387  | 0.779 |
| training_function_7694f_00069 | TERMINATED | 172.16.3.10:2119425 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |         124.307  | 0.774 |
| training_function_7694f_00070 | TERMINATED | 172.16.3.10:2121666 | Cora       | sym         |            0.5 |     16 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |         129.116  | 0.751 |
| training_function_7694f_00071 | TERMINATED | 172.16.3.10:2124296 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           1e-06 |    128 |         1e-05  |      1 |         208.344  | 0.778 |
| training_function_7694f_00072 | TERMINATED | 172.16.3.10:2124918 | Cora       | sym         |            0.2 |      8 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |          87.6708 | 0.793 |
| training_function_7694f_00073 | TERMINATED | 172.16.3.10:2126783 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |          99.7802 | 0.79  |
| training_function_7694f_00074 | TERMINATED | 172.16.3.10:2128222 | Cora       | sym         |            0.1 |      8 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |         105.002  | 0.79  |
| training_function_7694f_00075 | TERMINATED | 172.16.3.10:2129719 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |          91.751  | 0.791 |
| training_function_7694f_00076 | TERMINATED | 172.16.3.10:2130182 | Cora       | sym         |            0.5 |      8 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |         138.704  | 0.786 |
| training_function_7694f_00077 | TERMINATED | 172.16.3.10:2132632 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |          91.0488 | 0.796 |
| training_function_7694f_00078 | TERMINATED | 172.16.3.10:2134549 | Cora       | sym         |            0.2 |     16 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |         129.375  | 0.785 |
| training_function_7694f_00079 | TERMINATED | 172.16.3.10:2134660 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |         178.19   | 0.78  |
| training_function_7694f_00080 | TERMINATED | 172.16.3.10:2137812 | Cora       | sym         |            0.1 |     16 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |         124.174  | 0.789 |
| training_function_7694f_00081 | TERMINATED | 172.16.3.10:2138269 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |         190.155  | 0.781 |
| training_function_7694f_00082 | TERMINATED | 172.16.3.10:2140942 | Cora       | sym         |            0.5 |     16 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |         127.345  | 0.795 |
| training_function_7694f_00083 | TERMINATED | 172.16.3.10:2141907 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           5e-05 |     64 |         0.0001 |      1 |         204.149  | 0.79  |
| training_function_7694f_00084 | TERMINATED | 172.16.3.10:2143103 | Cora       | sym         |            0.2 |      8 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |          94.5938 | 0.785 |
| training_function_7694f_00085 | TERMINATED | 172.16.3.10:2144948 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |          92.1737 | 0.781 |
| training_function_7694f_00086 | TERMINATED | 172.16.3.10:2146969 | Cora       | sym         |            0.1 |      8 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |          94.7186 | 0.788 |
| training_function_7694f_00087 | TERMINATED | 172.16.3.10:2147006 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |         107.366  | 0.785 |
| training_function_7694f_00088 | TERMINATED | 172.16.3.10:2149951 | Cora       | sym         |            0.5 |      8 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |          86.0937 | 0.789 |
| training_function_7694f_00089 | TERMINATED | 172.16.3.10:2150071 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |         131.602  | 0.779 |
| training_function_7694f_00090 | TERMINATED | 172.16.3.10:2151726 | Cora       | sym         |            0.2 |     16 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |         125.818  | 0.798 |
| training_function_7694f_00091 | TERMINATED | 172.16.3.10:2153340 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |         180.602  | 0.788 |
| training_function_7694f_00092 | TERMINATED | 172.16.3.10:2155180 | Cora       | sym         |            0.1 |     16 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |         126.402  | 0.793 |
| training_function_7694f_00093 | TERMINATED | 172.16.3.10:2158648 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |         198.298  | 0.796 |
| training_function_7694f_00094 | TERMINATED | 172.16.3.10:2158823 | Cora       | sym         |            0.5 |     16 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |         124.083  | 0.795 |
| training_function_7694f_00095 | TERMINATED | 172.16.3.10:2163052 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           1e-05 |     64 |         0.0001 |      1 |         128.328  | 0.787 |
| training_function_7694f_00096 | TERMINATED | 172.16.3.10:2163536 | Cora       | sym         |            0.2 |      8 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |         140.25   | 0.755 |
| training_function_7694f_00097 | TERMINATED | 172.16.3.10:2165322 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |          88.6625 | 0.76  |
| training_function_7694f_00098 | TERMINATED | 172.16.3.10:2168104 | Cora       | sym         |            0.1 |      8 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |         119.756  | 0.758 |
| training_function_7694f_00099 | TERMINATED | 172.16.3.10:2168617 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |          90.538  | 0.76  |
| training_function_7694f_00100 | TERMINATED | 172.16.3.10:2170907 | Cora       | sym         |            0.5 |      8 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |          92.913  | 0.741 |
| training_function_7694f_00101 | TERMINATED | 172.16.3.10:2171544 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |         130.155  | 0.757 |
| training_function_7694f_00102 | TERMINATED | 172.16.3.10:2173911 | Cora       | sym         |            0.2 |     16 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |         127.125  | 0.785 |
| training_function_7694f_00103 | TERMINATED | 172.16.3.10:2174275 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |         185.871  | 0.769 |
| training_function_7694f_00104 | TERMINATED | 172.16.3.10:2177168 | Cora       | sym         |            0.1 |     16 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |         126.674  | 0.779 |
| training_function_7694f_00105 | TERMINATED | 172.16.3.10:2177961 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |         204.109  | 0.774 |
| training_function_7694f_00106 | TERMINATED | 172.16.3.10:2180343 | Cora       | sym         |            0.5 |     16 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |         126.588  | 0.751 |
| training_function_7694f_00107 | TERMINATED | 172.16.3.10:2181971 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           1e-06 |     64 |         0.0001 |      1 |         129.516  | 0.778 |
| training_function_7694f_00108 | TERMINATED | 172.16.3.10:2182901 | Cora       | sym         |            0.2 |      8 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |         125.92   | 0.793 |
| training_function_7694f_00109 | TERMINATED | 172.16.3.10:2185246 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |          93.4386 | 0.79  |
| training_function_7694f_00110 | TERMINATED | 172.16.3.10:2186161 | Cora       | sym         |            0.1 |      8 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |         131.864  | 0.79  |
| training_function_7694f_00111 | TERMINATED | 172.16.3.10:2186561 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |          95.887  | 0.791 |
| training_function_7694f_00112 | TERMINATED | 172.16.3.10:2189460 | Cora       | sym         |            0.5 |      8 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |         103.046  | 0.786 |
| training_function_7694f_00113 | TERMINATED | 172.16.3.10:2189611 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |          92.6973 | 0.796 |
| training_function_7694f_00114 | TERMINATED | 172.16.3.10:2192539 | Cora       | sym         |            0.2 |     16 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |         202.589  | 0.785 |
| training_function_7694f_00115 | TERMINATED | 172.16.3.10:2192603 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |         127.224  | 0.78  |
| training_function_7694f_00116 | TERMINATED | 172.16.3.10:2194715 | Cora       | sym         |            0.1 |     16 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |         126.394  | 0.789 |
| training_function_7694f_00117 | TERMINATED | 172.16.3.10:2197646 | Cora       | randomwalk  |            0.1 |     16 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |         194.023  | 0.781 |
| training_function_7694f_00118 | TERMINATED | 172.16.3.10:2198509 | Cora       | sym         |            0.5 |     16 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |         123.827  | 0.795 |
| training_function_7694f_00119 | TERMINATED | 172.16.3.10:2201619 | Cora       | randomwalk  |            0.5 |     16 | True     | False       |           5e-05 |    128 |         0.0001 |      1 |         126.919  | 0.79  |
| training_function_7694f_00120 | TERMINATED | 172.16.3.10:2201778 | Cora       | sym         |            0.2 |      8 | True     | False       |           1e-05 |    128 |         0.0001 |      1 |         113.706  | 0.785 |
| training_function_7694f_00121 | TERMINATED | 172.16.3.10:2203917 | Cora       | randomwalk  |            0.2 |      8 | True     | False       |           1e-05 |    128 |         0.0001 |      1 |          89.516  | 0.781 |
| training_function_7694f_00122 | TERMINATED | 172.16.3.10:2203936 | Cora       | sym         |            0.1 |      8 | True     | False       |           1e-05 |    128 |         0.0001 |      1 |         136.067  | 0.788 |
| training_function_7694f_00123 | TERMINATED | 172.16.3.10:2206822 | Cora       | randomwalk  |            0.1 |      8 | True     | False       |           1e-05 |    128 |         0.0001 |      1 |          89.3971 | 0.785 |
| training_function_7694f_00124 | TERMINATED | 172.16.3.10:2207209 | Cora       | sym         |            0.5 |      8 | True     | False       |           1e-05 |    128 |         0.0001 |      1 |         122.84   | 0.789 |
| training_function_7694f_00125 | TERMINATED | 172.16.3.10:2209701 | Cora       | randomwalk  |            0.5 |      8 | True     | False       |           1e-05 |    128 |         0.0001 |      1 |          88.2079 | 0.779 |
| training_function_7694f_00126 | TERMINATED | 172.16.3.10:2210871 | Cora       | sym         |            0.2 |     16 | True     | False       |           1e-05 |    128 |         0.0001 |      1 |         218.676  | 0.798 |
| training_function_7694f_00127 | TERMINATED | 172.16.3.10:2211497 | Cora       | randomwalk  |            0.2 |     16 | True     | False       |           1e-05 |    128 |         0.0001 |      1 |         130.74   | 0.788 |
| training_function_7694f_00128 | TERMINATED | 172.16.3.10:2214729 | Cora       | sym         |            0.1 |     16 | True     | False       |           1e-05 |    128 |         0.0001 |      1 |         124.9    | 0.793 |
